PM10 (ug/m3),PM2.5(ug/m3),AT(),BP(mmHg),SR(W/mt2),RH(%),WD(degree),NO(ug/m3),NOx(ppb),NO2(ug/m3),SO2(ug/m3),CO(mg/m3),Ozone(ug/m3),Monsoon,Post-Monsoon,Summer,Winter
87.5,22.75,37.12,976.45,360.85,54.3,287.8,5.73,30.5,48.67,21.1,0.4,12.12,1,0,0,0
85.5,22.5,37.8,975.52,460.62,52.1,294.38,4.9,26.15,41.67,21.3,0.4,19.73,1,0,0,0
109.5,22.75,37.85,975.02,369.5,51.48,296.53,4.83,25.43,40.38,21.25,0.4,21.05,1,0,0,0
103.0,19.75,36.95,974.68,145.62,53.93,280.65,4.47,22.55,35.6,21.0,0.43,16.7,1,0,0,0
110.0,24.25,36.35,974.5,64.45,55.92,303.55,4.75,23.77,37.5,20.57,0.45,30.85,1,0,0,0
149.75,31.0,35.7,974.83,21.27,58.33,322.4,5.9,32.02,51.2,20.75,0.58,16.8,1,0,0,0
156.75,32.25,34.98,975.38,6.08,60.98,299.48,7.72,40.97,65.12,21.05,0.78,12.2,1,0,0,0
180.75,38.0,34.53,976.02,5.83,63.45,241.3,20.05,56.88,76.33,21.98,1.05,14.4,1,0,0,0
218.75,47.25,34.1,976.45,5.8,66.4,289.48,19.73,57.18,77.35,23.22,1.05,15.2,1,0,0,0
248.75,58.5,33.92,976.57,5.78,68.7,178.4,55.15,74.07,54.78,23.77,1.15,21.17,1,0,0,0
268.5,66.0,33.5,976.75,5.8,72.4,126.2,82.97,95.1,51.3,25.5,1.23,24.33,1,0,0,0
306.25,75.5,33.33,976.55,5.8,74.15,75.25,174.62,167.8,48.25,25.38,1.32,23.2,1,0,0,0
316.0,74.25,33.15,976.25,5.8,75.38,103.38,138.68,144.53,58.75,26.0,1.28,113.5,1,0,0,0
222.75,65.0,32.85,976.02,5.78,79.17,149.18,61.55,80.1,56.8,23.9,0.8,114.57,1,0,0,0
170.5,61.25,32.85,975.8,5.8,76.8,281.55,13.88,40.6,54.95,21.88,0.53,72.72,1,0,0,0
121.25,58.25,32.72,975.97,5.8,77.78,174.6,11.88,35.15,47.9,22.27,0.5,38.55,1,0,0,0
122.0,56.0,32.78,976.15,7.65,77.28,292.68,35.38,55.22,50.05,22.8,0.53,16.88,1,0,0,0
152.75,59.25,33.05,976.62,40.3,76.47,243.0,45.53,62.03,47.0,23.1,0.6,56.08,1,0,0,0
154.25,65.75,34.33,977.02,160.47,69.5,326.27,23.0,43.5,46.58,22.8,0.55,58.75,1,0,0,0
120.5,52.25,34.88,977.27,249.95,66.65,312.43,16.9,39.42,48.2,22.7,0.5,20.78,1,0,0,0
102.75,35.25,35.85,977.5,333.02,62.12,338.15,12.45,40.42,56.92,22.22,0.5,8.8,1,0,0,0
89.0,20.5,36.58,977.5,298.97,58.8,305.9,9.03,42.75,66.47,22.4,0.47,13.07,1,0,0,0
95.25,31.0,35.4,977.32,189.6,63.25,304.15,8.17,38.15,58.8,22.57,0.5,19.37,1,0,0,0
129.0,32.25,36.92,977.25,624.38,57.9,99.77,9.03,32.18,46.75,22.22,0.33,6.3,1,0,0,0
133.25,10.0,38.88,976.68,671.35,52.35,204.32,7.85,24.38,33.83,21.52,0.3,5.5,1,0,0,0
109.25,16.0,39.72,975.75,602.1,49.88,69.97,10.38,27.95,37.0,21.47,0.35,5.0,1,0,0,0
173.5,23.25,38.98,975.0,507.45,51.33,105.15,6.72,24.58,35.98,21.4,0.4,3.9,1,0,0,0
194.0,19.5,37.02,974.32,353.62,57.4,110.7,4.5,19.43,29.62,21.23,0.4,7.72,1,0,0,0
156.5,25.75,36.5,974.1,113.33,60.55,110.57,4.85,19.47,29.27,20.93,0.43,15.27,1,0,0,0
180.0,29.5,35.2,974.45,32.38,64.25,111.38,5.47,20.52,30.15,20.75,0.47,3.92,1,0,0,0
133.25,28.75,34.12,974.9,6.2,69.95,91.1,5.4,19.45,28.38,21.25,0.47,11.02,1,0,0,0
147.5,40.0,33.6,975.55,5.8,73.88,47.3,6.75,21.72,30.75,21.48,0.55,12.87,1,0,0,0
143.75,39.5,33.5,976.25,5.82,74.78,58.92,4.67,21.3,32.95,21.8,0.55,10.98,1,0,0,0
121.0,40.25,33.23,976.45,5.8,76.95,36.03,5.58,20.3,29.72,22.15,0.6,9.25,1,0,0,0
124.5,45.25,33.1,976.45,5.8,75.95,262.05,5.98,24.4,36.65,22.53,0.53,9.05,1,0,0,0
115.25,42.5,33.0,976.52,5.8,74.12,100.03,5.35,26.25,41.12,21.55,0.45,10.2,1,0,0,0
105.5,46.25,33.12,976.35,5.8,73.6,240.38,5.78,25.5,39.08,22.1,0.5,52.7,1,0,0,0
102.5,39.5,32.67,975.6,5.8,78.95,66.83,10.8,26.35,33.05,21.0,0.45,34.43,1,0,0,0
128.0,51.75,32.57,975.05,5.8,79.38,251.77,6.47,19.58,26.82,21.5,0.5,25.72,1,0,0,0
116.5,51.25,32.52,975.25,5.8,81.18,84.7,12.95,22.4,22.35,22.32,0.5,48.6,1,0,0,0
149.0,62.25,32.23,975.8,8.18,84.17,95.07,36.58,40.1,19.27,22.77,0.57,23.42,1,0,0,0
187.5,66.0,32.65,976.3,52.9,83.35,75.07,30.7,36.45,21.25,22.75,0.62,21.77,1,0,0,0
183.0,65.5,34.35,977.05,189.32,74.65,239.43,20.75,24.92,15.22,22.5,0.7,20.45,1,0,0,0
175.33,67.0,35.95,977.45,229.73,64.67,324.25,14.43,20.4,16.35,22.75,0.75,16.62,1,0,0,0
179.25,74.5,36.17,977.9,203.82,62.8,223.7,13.5,43.45,61.1,22.8,0.73,19.15,1,0,0,0
180.0,79.5,36.05,977.88,176.6,63.5,95.95,9.2,49.03,78.03,22.7,0.65,22.52,1,0,0,0
165.5,75.25,37.97,977.3,502.55,56.07,102.53,8.7,47.27,75.58,22.8,0.5,10.2,1,0,0,0
163.5,55.5,38.6,976.72,730.75,53.22,107.62,6.38,38.1,61.78,22.27,0.43,5.78,1,0,0,0
190.0,46.0,40.17,975.85,713.12,48.65,73.2,4.65,27.62,44.9,21.38,0.35,5.35,1,0,0,0
134.5,37.25,40.1,974.75,552.15,47.93,306.12,4.53,22.45,35.38,20.88,0.4,5.28,1,0,0,0
156.0,30.75,40.12,974.35,349.35,48.05,163.12,4.58,19.1,28.88,20.2,0.4,7.65,1,0,0,0
226.25,35.25,40.7,974.05,376.15,46.62,68.55,5.3,19.33,28.25,18.33,0.4,14.25,1,0,0,0
145.5,33.75,38.77,973.48,116.62,51.88,104.53,9.0,25.1,34.15,17.3,0.43,22.22,1,0,0,0
202.25,35.25,36.7,974.3,32.02,59.4,62.62,7.45,23.15,32.18,16.7,0.43,20.93,1,0,0,0
153.0,29.0,34.75,974.98,6.9,64.12,163.75,7.38,21.82,29.8,17.65,0.43,10.95,1,0,0,0
120.75,20.0,34.3,975.5,5.82,66.1,189.68,8.18,25.15,34.65,19.85,0.52,11.5,1,0,0,0
96.0,31.5,34.4,976.3,5.83,68.2,300.98,6.88,27.98,42.1,21.23,0.8,26.57,1,0,0,0
110.0,41.75,34.32,976.57,5.85,70.35,70.22,32.3,50.45,44.22,22.22,0.95,17.32,1,0,0,0
155.5,49.0,34.28,976.53,5.83,70.62,282.12,39.02,63.58,59.57,22.23,1.2,19.8,1,0,0,0
178.75,48.75,33.97,976.0,5.8,75.4,82.25,54.4,70.3,49.62,22.45,1.1,37.3,1,0,0,0
201.75,53.0,33.5,975.85,5.8,77.12,64.28,80.02,95.17,56.18,22.82,0.9,63.5,1,0,0,0
171.0,42.75,33.23,975.95,5.8,76.9,60.6,64.0,89.45,71.1,21.95,0.7,36.5,1,0,0,0
233.25,51.25,33.17,976.02,5.8,77.33,50.98,79.5,93.78,54.23,22.25,0.72,33.68,1,0,0,0
256.75,56.75,33.05,976.2,5.8,78.1,49.12,90.2,102.25,54.75,22.77,0.77,28.23,1,0,0,0
174.0,45.0,33.08,976.65,7.93,78.08,83.05,102.1,115.28,60.45,23.07,0.75,27.5,1,0,0,0
202.25,57.25,33.25,977.12,37.3,79.45,116.6,90.3,94.15,38.3,23.35,0.8,32.6,1,0,0,0
246.0,84.5,34.9,977.73,159.0,70.9,312.08,31.98,49.97,44.8,21.92,0.8,24.92,1,0,0,0
166.5,79.75,36.85,978.35,267.12,61.3,173.05,18.85,55.05,74.62,22.02,0.68,17.12,1,0,0,0
139.5,67.25,38.17,978.62,439.7,56.67,121.97,15.65,55.47,80.38,22.08,0.65,16.27,1,0,0,0
181.67,65.67,36.65,978.75,177.62,61.88,108.38,9.93,51.33,81.3,22.27,0.68,19.95,1,0,0,0
240.5,77.5,35.2,978.62,53.57,65.75,198.82,6.47,42.45,69.9,22.62,0.67,20.07,1,0,0,0
197.0,59.0,32.35,978.72,105.92,79.65,159.45,9.45,31.6,44.97,22.38,0.5,21.8,1,0,0,0
47.0,16.0,34.12,978.15,284.05,72.57,42.12,15.65,25.78,24.82,22.27,0.43,25.27,1,0,0,0
32.25,12.5,34.5,977.2,176.72,67.67,243.1,7.35,24.4,34.62,21.98,0.43,14.33,1,0,0,0
52.5,13.75,35.0,977.1,145.55,65.52,175.85,7.85,29.45,43.42,22.02,0.55,16.43,1,0,0,0
87.0,22.75,34.05,976.9,111.18,71.7,102.8,10.53,27.25,34.92,22.75,0.55,21.05,1,0,0,0
111.25,30.0,33.62,976.8,74.1,73.1,104.03,16.82,35.48,41.65,21.95,0.5,14.68,1,0,0,0
139.25,41.25,33.25,977.03,23.48,75.17,97.7,9.15,30.05,42.35,21.9,0.5,16.52,1,0,0,0
94.0,31.5,32.8,977.5,5.88,78.33,93.45,7.08,23.48,33.3,21.93,0.73,20.78,1,0,0,0
115.25,36.5,32.62,978.17,5.8,80.12,92.88,7.55,23.45,32.58,22.7,0.6,26.5,1,0,0,0
94.5,37.25,32.5,978.83,5.8,81.25,100.15,15.88,26.43,25.6,22.05,0.6,21.47,1,0,0,0
55.5,32.5,32.32,979.05,5.75,82.12,72.73,5.65,14.3,18.27,19.52,0.5,23.0,1,0,0,0
60.75,29.0,32.4,979.02,5.7,82.5,61.02,29.23,33.9,18.75,21.25,0.62,21.82,1,0,0,0
100.0,42.0,32.3,978.77,5.7,83.52,90.9,47.1,48.25,18.38,21.55,0.7,24.33,1,0,0,0
129.25,51.75,32.35,978.5,5.73,84.62,106.6,25.85,30.25,17.07,18.93,0.7,132.7,1,0,0,0
126.0,71.25,32.08,978.3,5.73,85.75,91.82,15.6,23.0,19.4,21.4,0.5,42.85,1,0,0,0
