PM10 (ug/m3),PM2.5(ug/m3),AT(),BP(mmHg),SR(W/mt2),RH(%),WD(degree),NO(ug/m3),NOx(ppb),NO2(ug/m3),SO2(ug/m3),CO(mg/m3),Ozone(ug/m3),Monsoon,Post-Monsoon,Summer,Winter
85.0,36.0,24.98,972.33,8.12,90.8,166.4,31.88,54.72,54.08,9.93,0.78,10.25,1,0,0,0
57.0,30.0,24.8,972.4,8.05,89.52,109.42,28.58,50.08,50.35,10.82,0.7,12.57,1,0,0,0
31.0,17.0,24.38,972.55,8.53,89.17,90.77,24.55,46.23,49.28,10.13,0.6,10.7,1,0,0,0
40.0,11.0,24.27,972.98,9.38,87.83,116.07,24.77,47.62,51.6,12.2,0.8,9.2,1,0,0,0
38.0,9.0,25.45,973.42,9.62,84.28,120.85,27.08,49.4,51.4,13.67,0.8,11.3,1,0,0,0
38.0,7.0,28.25,974.12,10.78,75.4,129.72,25.62,48.58,51.92,13.72,0.83,13.33,1,0,0,0
53.0,16.0,29.98,974.83,16.43,69.35,179.07,23.4,48.42,55.2,13.3,0.9,17.38,1,0,0,0
51.0,15.0,31.15,975.12,16.15,66.53,157.2,20.02,47.33,58.38,13.22,0.92,20.55,1,0,0,0
74.0,26.0,31.8,974.95,23.57,64.4,133.3,18.05,47.2,61.08,14.87,0.9,21.2,1,0,0,0
62.0,25.0,33.0,974.0,28.8,61.05,136.72,14.4,43.78,60.18,11.25,0.8,22.62,1,0,0,0
55.0,23.0,33.18,972.83,45.77,59.7,118.55,12.72,42.75,60.83,11.98,0.8,23.88,1,0,0,0
44.0,19.0,32.8,971.35,44.65,60.27,134.97,10.8,40.4,59.38,11.32,0.8,22.47,1,0,0,0
34.0,12.0,33.02,970.4,56.15,60.47,144.7,10.1,39.5,58.78,11.4,0.8,25.3,1,0,0,0
31.0,15.0,32.57,969.7,52.38,60.67,145.03,9.6,34.13,49.33,11.3,0.8,25.17,1,0,0,0
30.0,14.0,30.05,969.52,38.65,67.08,100.03,10.45,37.85,55.1,10.23,0.83,23.4,1,0,0,0
42.0,24.0,28.73,970.08,22.88,73.3,213.45,9.35,40.72,62.17,7.97,1.03,11.28,1,0,0,0
46.0,25.0,26.3,971.2,8.72,83.95,279.82,19.35,47.83,60.22,9.38,1.05,6.05,1,0,0,0
46.0,22.0,25.1,972.15,8.18,89.45,274.75,31.0,54.65,55.17,10.15,1.12,5.15,1,0,0,0
52.0,27.0,24.4,973.22,8.18,92.0,268.82,40.1,60.75,52.72,8.2,1.2,5.5,1,0,0,0
61.0,27.0,24.05,973.15,8.28,93.47,266.4,44.88,63.45,50.57,9.68,1.27,6.1,1,0,0,0
72.0,26.0,23.93,973.62,8.33,94.43,260.33,62.28,77.72,50.62,11.87,1.58,6.4,1,0,0,0
94.0,47.0,23.75,973.25,8.12,95.15,268.03,73.25,85.38,48.35,10.07,1.2,7.17,1,0,0,0
88.0,35.0,23.62,972.7,8.22,95.72,268.75,79.78,89.55,46.05,9.18,1.23,9.6,1,0,0,0
77.0,41.0,23.7,972.3,8.07,96.17,295.25,76.3,85.45,43.9,7.9,1.2,8.0,1,0,0,0
106.0,54.0,23.68,972.02,8.22,96.53,285.42,74.3,85.72,47.27,10.28,1.07,7.65,1,0,0,0
