PM10 (ug/m3),PM2.5(ug/m3),AT(),BP(mmHg),SR(W/mt2),RH(%),WD(degree),NO(ug/m3),NOx(ppb),NO2(ug/m3),SO2(ug/m3),CO(mg/m3),Ozone(ug/m3),Monsoon,Post-Monsoon,Summer,Winter
92.5,44.75,31.45,977.95,2.92,81.12,157.45,39.27,55.83,16.52,4.18,2.0,35.85,1,0,0,0
88.5,39.75,31.7,978.27,28.65,80.47,135.43,44.85,61.75,16.92,4.47,1.3,12.22,1,0,0,0
90.75,34.25,33.0,978.83,139.93,73.18,118.7,21.7,34.08,12.4,4.03,1.1,3.6,1,0,0,0
67.5,29.25,34.2,979.05,247.93,67.3,120.0,15.68,26.53,10.88,3.75,1.1,3.7,1,0,0,0
73.5,32.75,34.3,979.15,241.43,65.9,137.5,10.32,21.38,11.07,4.0,1.07,5.2,1,0,0,0
76.75,36.75,35.03,979.25,265.75,62.45,126.57,7.67,18.75,11.02,3.77,1.17,8.07,1,0,0,0
71.75,22.75,35.5,979.17,282.47,59.43,69.6,5.28,15.95,10.73,3.2,1.15,11.85,1,0,0,0
76.25,19.75,34.6,978.87,372.23,63.12,19.7,4.7,16.98,12.25,3.03,1.18,12.02,1,0,0,0
96.0,24.0,35.58,978.42,517.65,59.9,22.95,3.7,14.95,11.25,4.65,1.3,14.8,1,0,0,0
81.0,30.0,36.6,977.53,496.4,55.43,61.73,2.4,11.97,9.53,4.6,1.15,26.17,1,0,0,0
61.0,30.0,36.57,976.77,236.88,54.65,150.2,1.4,10.38,8.97,4.68,1.2,30.12,1,0,0,0
64.25,30.0,35.8,976.03,78.35,56.15,185.05,1.05,11.1,10.07,4.65,1.2,26.15,1,0,0,0
72.5,29.25,35.4,975.83,54.85,58.43,96.17,2.17,13.6,11.45,4.55,1.27,20.53,1,0,0,0
65.75,25.0,34.93,976.08,19.25,59.25,5.45,3.05,16.8,13.77,4.53,1.27,15.18,1,0,0,0
58.0,20.5,34.15,976.55,2.05,63.97,6.15,3.28,21.95,18.65,4.67,1.38,10.32,1,0,0,0
51.0,23.25,33.47,977.32,1.73,69.47,4.58,3.9,20.5,16.57,4.4,1.38,7.25,1,0,0,0
57.5,20.25,33.1,978.0,1.88,71.25,20.42,7.73,31.23,23.5,4.55,1.63,3.5,1,0,0,0
108.75,27.5,32.7,978.28,1.77,72.62,46.17,13.52,39.7,26.2,5.05,1.7,2.72,1,0,0,0
94.0,31.25,32.55,978.27,1.88,73.43,42.7,8.85,29.85,20.98,4.93,1.45,3.5,1,0,0,0
86.25,37.25,32.12,978.4,1.85,76.0,75.15,7.32,28.12,20.82,5.0,1.45,3.42,1,0,0,0
90.0,37.75,32.12,978.2,1.9,77.0,57.42,14.0,36.02,22.05,4.05,1.4,4.6,1,0,0,0
112.75,47.25,31.75,977.5,1.68,79.72,211.6,20.15,40.6,20.7,3.25,1.3,3.62,1,0,0,0
97.0,51.5,31.55,976.95,1.85,82.17,136.55,22.72,41.08,18.38,3.47,1.4,3.7,1,0,0,0
87.5,51.75,31.42,976.97,1.83,83.5,178.65,28.1,44.75,16.63,3.42,1.4,7.53,1,0,0,0
87.0,47.75,31.4,977.47,3.17,84.38,188.07,41.22,54.8,13.58,3.88,1.47,14.32,1,0,0,0
103.5,51.25,31.8,978.08,43.08,83.7,55.25,57.97,74.22,16.3,4.1,1.68,25.52,1,0,0,0
148.75,68.0,32.85,978.83,65.95,77.22,37.6,37.07,59.35,22.3,4.05,1.67,8.92,1,0,0,0
160.0,78.5,33.75,979.35,101.53,71.35,106.68,21.38,43.5,22.1,3.98,1.58,15.02,1,0,0,0
147.75,72.0,34.58,979.73,244.6,66.45,123.5,13.65,32.1,18.5,4.12,1.5,4.9,1,0,0,0
129.75,61.0,36.05,979.75,323.77,58.8,173.25,9.28,23.23,13.9,3.83,1.18,10.0,1,0,0,0
102.75,45.75,36.78,979.08,342.65,55.92,172.05,5.28,21.0,15.75,3.23,1.18,23.83,1,0,0,0
101.5,47.75,37.7,978.55,578.12,52.42,13.15,2.43,14.8,12.45,3.23,1.15,37.53,1,0,0,0
110.5,50.75,38.0,977.75,568.65,50.62,183.72,1.25,11.65,10.4,4.5,1.1,31.68,1,0,0,0
86.75,34.0,38.08,976.8,414.02,50.9,51.05,1.02,11.28,10.22,5.08,1.2,24.75,1,0,0,0
83.75,31.0,37.15,976.08,231.7,54.52,67.4,2.0,15.07,13.12,5.05,1.2,24.93,1,0,0,0
87.0,32.25,36.57,975.88,136.25,56.38,43.62,1.95,14.48,12.52,5.15,1.2,22.75,1,0,0,0
92.75,36.0,35.7,975.83,64.8,59.98,45.67,2.8,24.12,21.3,5.22,1.3,16.68,1,0,0,0
101.25,34.0,35.05,976.23,24.18,62.85,36.6,5.38,27.93,22.6,5.17,1.42,9.88,1,0,0,0
104.25,28.0,34.45,976.75,2.83,62.92,47.03,7.15,35.28,27.92,4.4,1.55,24.83,1,0,0,0
110.75,28.5,33.85,977.2,1.75,65.12,153.93,24.57,53.02,28.48,4.45,1.75,26.93,1,0,0,0
107.5,30.75,33.42,978.1,1.8,69.15,157.6,54.7,82.25,27.5,4.72,2.03,7.85,1,0,0,0
103.0,33.5,32.9,978.38,1.8,73.77,141.65,91.23,119.35,28.33,5.55,2.08,4.47,1,0,0,0
124.75,37.25,32.82,978.45,1.95,75.62,60.7,110.68,138.12,27.73,5.67,2.15,3.65,1,0,0,0
163.75,46.75,32.67,977.95,1.97,76.32,98.6,82.9,109.25,26.33,5.6,1.9,3.02,1,0,0,0
152.0,51.75,32.45,977.62,1.85,77.45,154.03,65.12,87.5,22.38,4.42,1.67,4.4,1,0,0,0
109.5,41.0,32.15,977.73,1.75,79.12,177.7,61.25,79.4,18.45,3.15,1.67,3.12,1,0,0,0
106.0,37.0,31.95,977.9,1.88,81.1,141.07,58.23,74.75,16.57,3.35,1.67,3.3,1,0,0,0
104.0,35.25,31.85,977.98,1.95,82.4,191.12,70.2,85.12,14.95,3.35,1.67,3.25,1,0,0,0
112.0,40.5,31.77,978.42,3.25,83.23,134.25,75.45,90.07,14.67,3.38,1.67,3.35,1,0,0,0
111.25,46.5,32.22,979.0,24.97,80.62,46.58,60.68,77.15,16.4,3.6,1.45,3.27,1,0,0,0
145.25,54.25,33.38,979.45,147.4,73.98,90.5,34.45,56.1,21.6,3.73,1.45,6.23,1,0,0,0
132.5,62.25,35.22,980.12,293.75,64.4,133.2,18.68,33.3,14.52,4.0,1.23,3.27,1,0,0,0
87.5,52.75,36.02,980.35,312.4,60.62,145.3,11.75,24.7,12.97,3.88,1.1,4.6,1,0,0,0
73.5,39.75,34.62,980.67,75.43,65.6,134.7,8.5,23.08,14.6,3.9,1.22,5.55,1,0,0,0
62.25,35.0,31.2,981.22,17.7,80.42,31.02,7.02,21.0,13.97,3.15,1.1,5.8,1,0,0,0
27.75,20.0,32.15,980.52,442.9,78.3,24.62,7.5,18.95,11.45,3.0,1.08,7.4,1,0,0,0
16.75,14.5,34.6,980.05,630.33,66.83,16.75,8.43,25.48,17.1,4.05,1.4,9.72,1,0,0,0
37.5,26.25,34.3,978.92,189.07,66.25,28.3,5.5,23.9,18.43,4.8,1.6,13.77,1,0,0,0
59.5,32.25,33.1,978.8,51.98,72.9,149.52,3.3,21.75,18.45,5.05,1.62,11.82,1,0,0,0
68.75,39.0,33.28,978.73,81.57,72.88,32.1,5.0,33.2,28.25,5.1,1.77,8.53,1,0,0,0
76.25,38.75,33.47,978.65,49.48,71.78,58.57,5.62,40.12,34.53,5.12,1.9,8.22,1,0,0,0
87.25,40.5,33.03,978.62,16.55,74.12,167.82,6.7,51.43,44.75,5.53,1.9,5.1,1,0,0,0
105.75,48.5,32.6,979.25,2.2,76.77,100.43,9.95,56.17,46.23,4.22,1.92,4.47,1,0,0,0
130.0,52.75,32.4,979.9,1.95,78.43,102.35,27.52,73.2,45.73,4.22,2.17,5.1,1,0,0,0
150.75,60.5,32.3,980.45,1.67,79.05,227.65,41.12,83.9,42.75,4.35,2.3,5.52,1,0,0,0
150.5,60.75,32.1,980.72,1.8,81.15,165.43,72.9,111.25,38.65,4.88,2.4,6.05,1,0,0,0
148.0,65.25,31.92,980.93,1.9,82.83,152.12,100.5,137.0,36.38,5.5,2.6,5.58,1,0,0,0
137.75,63.75,31.95,980.53,1.9,83.22,103.7,77.4,109.03,31.55,5.33,2.15,4.38,1,0,0,0
140.25,66.5,31.78,980.05,1.5,84.35,241.25,49.22,75.95,26.7,4.5,1.77,3.4,1,0,0,0
135.0,68.5,31.75,980.1,2.02,85.33,109.72,56.7,79.5,23.05,3.7,1.77,5.75,1,0,0,0
144.5,74.5,31.8,980.22,2.1,84.72,80.8,49.45,68.2,18.72,3.4,1.77,11.95,1,0,0,0
144.0,83.0,31.8,980.23,2.08,84.58,157.9,53.65,69.97,16.4,3.15,1.77,22.0,1,0,0,0
133.25,66.5,31.73,980.68,3.17,84.25,127.23,44.65,62.13,17.5,3.35,1.77,9.17,1,0,0,0
111.25,56.75,31.82,981.03,29.1,82.65,162.38,32.4,48.23,15.85,3.5,1.2,3.12,1,0,0,0
82.75,41.75,32.67,981.4,99.88,77.3,112.98,22.02,39.9,16.02,3.62,1.1,2.73,1,0,0,0
66.25,44.0,33.65,981.9,170.9,71.35,116.95,14.17,24.48,10.32,3.7,0.97,2.9,1,0,0,0
66.0,42.75,35.6,982.07,454.57,63.08,54.53,11.9,23.82,11.9,3.53,1.0,3.27,1,0,0,0
70.0,38.75,37.03,981.95,600.62,56.88,72.38,7.72,17.65,9.93,3.73,1.18,7.33,1,0,0,0
70.0,44.5,36.67,981.62,328.9,58.6,102.97,4.82,16.57,11.8,3.38,1.27,13.32,1,0,0,0
76.25,55.0,31.85,981.28,27.9,77.15,227.7,2.78,16.02,13.28,3.27,1.18,9.78,1,0,0,0
34.75,23.75,30.5,980.7,18.38,84.4,225.38,3.67,20.48,16.8,4.55,1.17,5.3,1,0,0,0
19.25,12.25,30.7,980.53,13.88,85.5,226.6,7.37,30.5,23.18,5.33,1.45,3.67,1,0,0,0
34.75,19.25,30.8,980.22,17.18,86.03,249.8,8.05,34.77,26.83,5.57,1.65,4.53,1,0,0,0
49.25,30.0,30.98,980.05,21.4,86.3,173.55,9.68,39.77,30.07,5.67,1.68,4.23,1,0,0,0
42.0,32.0,31.18,979.8,17.8,86.35,157.88,19.38,52.1,32.67,5.95,1.87,3.12,1,0,0,0
42.5,27.75,30.97,979.73,9.72,86.03,55.57,18.57,48.47,29.85,6.2,1.5,2.67,1,0,0,0
35.0,22.5,30.77,980.5,2.45,86.08,104.55,51.62,78.82,26.85,4.95,1.7,2.65,1,0,0,0
49.25,19.75,30.83,981.58,1.93,86.55,165.7,83.22,108.1,24.9,4.9,2.05,2.75,1,0,0,0
88.75,26.25,30.88,982.18,2.15,87.05,79.1,95.3,121.67,26.43,5.12,2.4,11.38,1,0,0,0
80.25,32.75,30.85,982.12,1.8,87.3,181.65,80.72,105.43,24.62,5.28,2.08,15.12,1,0,0,0
83.75,42.75,30.85,982.12,1.8,87.62,164.53,58.52,81.72,23.25,5.5,1.9,7.83,1,0,0,0
86.0,49.25,30.9,982.17,2.08,87.82,77.78,49.25,71.33,22.05,5.33,1.67,6.72,1,0,0,0
95.5,52.5,30.9,981.77,1.92,87.9,127.33,44.8,63.65,18.9,4.38,1.5,6.3,1,0,0,0
90.0,46.75,30.83,981.22,1.65,88.0,212.68,30.4,45.8,15.4,3.5,1.5,4.6,1,0,0,0
65.5,33.75,30.8,981.08,1.57,88.0,229.38,21.57,37.5,15.52,3.97,1.5,3.8,1,0,0,0
56.75,33.75,30.85,980.85,1.68,88.2,218.3,26.52,40.67,14.15,3.67,1.5,4.83,1,0,0,0
65.75,37.0,30.85,981.25,2.88,88.33,104.83,37.33,50.5,13.18,3.5,1.5,5.23,1,0,0,0
76.25,39.0,31.0,981.7,17.52,88.22,183.2,51.58,64.72,13.17,3.83,1.65,5.28,1,0,0,0
71.25,36.75,31.35,982.12,44.67,87.4,163.08,39.52,56.38,16.88,4.35,1.52,4.53,1,0,0,0
69.25,38.75,32.03,982.42,95.0,83.88,121.22,39.48,60.1,20.67,4.43,1.5,3.75,1,0,0,0
84.5,38.75,33.03,982.52,181.5,75.22,216.75,22.22,42.52,20.35,4.45,1.33,3.5,1,0,0,0
74.25,42.25,34.4,982.15,378.7,68.38,220.05,19.62,40.2,20.57,4.67,1.35,5.07,1,0,0,0
78.25,47.75,34.95,981.9,335.68,65.65,227.7,11.15,32.57,21.12,4.45,1.38,12.72,1,0,0,0
104.0,62.25,35.02,981.65,231.4,66.22,263.15,5.4,28.27,22.88,3.83,1.45,27.07,1,0,0,0
140.5,83.0,35.62,981.6,452.07,62.22,14.55,2.58,18.7,16.12,4.15,1.1,29.52,1,0,0,0
96.5,55.0,35.5,980.85,291.15,59.95,16.85,1.62,12.82,11.22,5.0,1.15,19.85,1,0,0,0
77.25,35.75,34.75,979.95,195.07,66.22,74.62,2.75,18.45,15.7,5.53,1.4,16.1,1,0,0,0
101.75,41.75,34.12,979.23,135.6,68.55,94.35,4.17,20.35,16.15,5.75,1.4,8.4,1,0,0,0
90.5,42.0,33.38,979.22,69.43,72.12,130.43,4.7,23.05,18.33,5.72,1.37,5.9,1,0,0,0
83.75,33.75,32.55,979.73,16.45,75.43,154.8,6.47,29.6,23.1,5.7,1.35,3.42,1,0,0,0
76.0,26.5,31.98,979.88,1.93,77.5,179.05,8.65,33.37,25.25,4.38,1.42,2.25,1,0,0,0
72.25,26.0,31.75,980.12,1.65,78.78,191.38,12.07,37.1,24.47,3.9,1.52,2.58,1,0,0,0
66.25,27.75,31.55,980.42,1.65,79.3,190.75,10.55,32.65,22.1,3.85,1.33,2.38,1,0,0,0
53.25,24.25,31.5,980.88,1.73,80.33,172.38,12.77,34.6,22.18,3.9,1.4,2.75,1,0,0,0
48.5,23.75,31.45,981.08,1.68,81.47,184.5,15.6,37.83,22.2,4.0,1.37,3.07,1,0,0,0
