PM10 (ug/m3),PM2.5(ug/m3),AT(),BP(mmHg),SR(W/mt2),RH(%),WD(degree),NO(ug/m3),NOx(ppb),NO2(ug/m3),SO2(ug/m3),CO(mg/m3),Ozone(ug/m3),Monsoon,Post-Monsoon,Summer,Winter
59.0,24.25,31.58,972.28,5.1,82.17,63.3,10.35,25.62,32.27,2.9,0.47,9.38,1,0,0,0
54.0,25.75,31.45,972.45,5.15,82.73,69.0,9.52,23.5,29.53,2.42,0.4,13.7,1,0,0,0
56.0,19.75,31.02,973.03,6.83,84.17,32.2,9.98,24.92,31.62,3.28,0.4,15.2,1,0,0,0
51.5,21.25,31.38,973.35,55.75,80.98,46.85,9.68,24.73,31.7,4.3,0.33,18.4,1,0,0,0
45.25,18.5,32.4,973.5,150.8,74.72,52.88,9.68,22.25,26.95,3.88,0.3,26.15,1,0,0,0
39.5,15.0,33.33,973.72,308.7,69.93,62.55,9.75,21.0,24.45,3.8,0.3,30.75,1,0,0,0
36.75,8.75,34.05,973.52,307.47,66.67,75.28,8.75,20.12,24.4,3.28,0.3,33.6,1,0,0,0
33.25,8.0,34.55,973.83,325.65,63.7,68.62,7.82,19.43,24.52,3.08,0.3,37.82,1,0,0,0
33.75,9.25,34.5,973.9,329.73,63.98,50.17,7.43,19.32,24.92,1.8,0.3,42.7,1,0,0,0
30.5,12.75,35.47,973.3,630.92,59.0,57.08,7.12,19.07,24.95,1.52,0.5,45.05,1,0,0,0
24.0,13.0,34.33,973.0,163.4,62.1,68.22,6.8,19.08,25.43,2.67,0.5,43.92,1,0,0,0
27.0,14.0,34.88,972.48,370.03,61.25,66.72,7.13,19.07,24.9,3.7,0.47,43.88,1,0,0,0
27.0,7.5,35.02,971.52,216.78,61.17,85.58,7.3,18.62,23.85,2.98,0.47,47.5,1,0,0,0
27.5,5.25,34.78,971.38,131.07,61.75,86.12,7.15,18.35,23.58,3.45,0.45,44.7,1,0,0,0
32.0,4.25,34.33,971.33,79.25,63.78,85.92,7.38,20.07,26.38,2.47,0.5,43.3,1,0,0,0
39.5,9.25,33.53,971.62,23.1,67.15,106.85,7.15,21.4,29.32,2.58,0.55,35.2,1,0,0,0
36.5,13.75,32.85,972.15,5.53,69.85,94.85,6.88,21.38,29.6,2.1,0.62,33.45,1,0,0,0
47.5,17.0,32.55,972.95,5.15,72.05,82.67,6.6,24.27,35.5,2.12,0.85,26.32,1,0,0,0
65.75,21.0,32.48,973.47,5.2,71.65,77.35,7.28,28.32,42.08,2.03,0.8,21.2,1,0,0,0
61.0,22.5,32.12,973.65,5.15,73.7,59.52,7.53,25.97,37.3,2.75,0.7,24.95,1,0,0,0
60.0,18.25,31.62,973.75,5.1,76.9,42.55,8.72,29.77,42.65,4.33,0.62,16.98,1,0,0,0
63.5,20.25,31.55,973.7,5.12,78.3,40.88,9.53,30.15,42.08,5.65,0.55,15.82,1,0,0,0
52.25,20.25,31.85,973.52,5.1,76.65,66.62,8.43,24.22,32.62,5.65,0.5,33.1,1,0,0,0
40.75,8.5,31.5,973.28,5.1,78.28,49.28,8.43,24.22,32.62,5.65,0.5,24.75,1,0,0,0
37.25,7.0,31.25,973.55,5.15,78.55,73.0,6.95,20.12,27.15,4.77,0.47,23.85,1,0,0,0
29.0,8.25,30.98,973.5,5.1,77.95,84.38,7.83,19.52,24.67,5.7,0.4,24.17,1,0,0,0
27.75,12.5,30.5,973.6,6.68,78.9,69.33,7.97,21.05,27.27,5.17,0.4,22.93,1,0,0,0
24.75,12.75,30.6,973.8,56.75,79.5,73.53,9.45,24.9,32.28,5.45,0.4,17.48,1,0,0,0
28.5,8.25,32.38,974.1,208.03,70.25,84.85,9.17,20.75,24.98,5.9,0.4,26.75,1,0,0,0
32.5,6.25,33.15,974.58,356.4,66.42,74.32,8.9,20.05,24.0,5.8,0.4,32.38,1,0,0,0
29.5,7.0,34.08,975.08,458.95,63.17,59.88,8.15,19.52,24.18,5.32,0.4,40.73,1,0,0,0
26.25,7.25,34.07,975.15,375.42,62.8,69.92,7.57,18.78,23.7,5.1,0.4,45.3,1,0,0,0
30.75,8.75,34.38,975.1,346.5,61.7,75.75,7.28,18.7,23.95,4.3,0.4,49.47,1,0,0,0
32.5,10.0,35.08,974.72,489.48,59.75,85.7,6.62,18.8,25.2,4.78,0.5,53.15,1,0,0,0
30.75,8.0,35.5,973.95,517.45,58.08,91.1,6.4,18.22,24.42,4.75,0.5,58.45,1,0,0,0
31.25,11.0,35.25,973.17,313.35,58.98,80.83,6.05,17.72,24.03,5.78,0.5,58.45,1,0,0,0
33.33,10.33,35.57,972.7,160.53,57.77,102.83,6.53,17.63,23.1,5.7,0.5,58.6,1,0,0,0
31.25,8.75,34.9,972.22,109.55,60.0,105.83,6.05,17.35,23.23,6.33,0.5,58.6,1,0,0,0
36.0,8.0,34.52,972.08,56.2,61.55,109.88,6.42,18.82,25.52,5.53,0.53,58.6,1,0,0,0
50.0,12.0,33.35,972.35,15.93,67.97,147.38,6.65,23.95,34.85,5.42,0.77,42.33,1,0,0,0
89.25,25.75,32.6,972.9,5.6,72.2,112.28,17.85,43.0,53.25,5.57,1.38,18.15,1,0,0,0
119.25,34.25,31.98,973.4,5.15,78.23,146.22,54.6,77.23,61.98,6.0,2.35,7.18,1,0,0,0
164.0,47.75,31.6,973.95,5.18,80.22,82.68,58.92,76.95,54.7,6.67,2.28,8.0,1,0,0,0
185.75,57.0,31.48,974.03,5.1,79.5,101.2,48.52,68.73,54.6,7.33,1.73,9.52,1,0,0,0
155.0,50.25,31.23,974.17,5.1,81.23,83.67,44.45,63.25,50.88,8.23,1.77,10.93,1,0,0,0
157.0,45.5,30.95,974.0,5.18,82.95,75.38,40.83,58.3,47.05,7.45,1.47,10.15,1,0,0,0
127.75,37.0,30.82,973.77,5.17,83.88,148.37,38.0,55.33,45.75,6.32,1.25,9.0,1,0,0,0
97.5,32.25,30.88,973.48,5.12,83.9,117.3,38.0,55.33,45.75,6.32,1.25,9.02,1,0,0,0
78.0,27.0,31.02,973.45,5.1,83.25,59.17,24.73,44.45,45.67,5.78,0.93,7.95,1,0,0,0
63.25,25.75,30.75,973.55,5.12,85.67,107.25,12.45,28.18,33.92,5.45,0.62,15.02,1,0,0,0
44.75,21.25,30.5,973.73,6.97,87.15,152.28,12.5,27.5,32.55,5.88,0.72,10.9,1,0,0,0
44.0,18.75,30.92,974.12,52.7,87.1,76.17,18.05,32.67,34.67,4.85,0.88,14.22,1,0,0,0
53.75,18.0,32.48,974.53,180.57,78.0,133.25,13.85,26.3,30.92,5.42,0.73,19.62,1,0,0,0
56.25,19.0,33.92,974.8,261.83,69.2,109.88,10.4,22.6,26.58,5.35,0.67,28.48,1,0,0,0
54.75,20.0,34.33,974.95,232.12,66.58,114.42,9.75,21.83,26.08,4.85,0.65,34.17,1,0,0,0
50.25,14.0,34.75,975.0,347.0,64.28,104.1,9.28,22.15,27.42,4.75,0.6,43.0,1,0,0,0
56.0,14.5,35.12,974.88,388.23,62.38,89.22,7.17,19.7,26.0,4.45,0.6,51.73,1,0,0,0
52.75,16.25,35.95,974.4,516.65,58.33,68.15,6.4,18.93,25.72,3.2,0.55,51.73,1,0,0,0
58.25,21.0,35.17,974.0,486.38,61.82,93.75,6.38,21.45,30.55,3.2,0.67,51.73,1,0,0,0
73.75,30.5,36.45,973.2,584.97,54.88,111.73,5.9,19.95,28.48,4.05,0.53,51.73,1,0,0,0
62.75,20.75,36.33,972.4,167.28,53.95,112.42,5.12,19.65,29.1,4.35,0.5,51.73,1,0,0,0
63.5,16.5,35.85,971.7,141.83,55.72,107.45,5.17,21.45,32.42,4.9,0.62,51.73,1,0,0,0
80.0,24.75,35.88,971.42,113.15,56.2,90.47,5.2,23.87,36.8,5.12,0.7,51.73,1,0,0,0
88.0,25.75,35.25,971.7,34.68,58.88,206.4,6.78,31.82,49.3,4.15,0.98,46.2,1,0,0,0
89.5,25.0,33.83,972.18,5.62,64.12,336.55,26.6,63.88,79.55,4.05,1.82,15.9,1,0,0,0
105.25,34.5,33.25,972.92,5.2,68.03,341.4,39.75,75.08,80.45,4.23,2.05,8.72,1,0,0,0
107.75,36.0,32.75,973.58,5.12,73.98,176.9,21.85,50.68,61.77,4.25,1.57,10.93,1,0,0,0
99.75,38.25,32.1,973.85,5.18,77.0,175.52,26.4,53.27,59.65,4.72,1.55,21.55,1,0,0,0
109.25,42.0,31.68,973.85,5.15,78.62,272.4,25.15,48.0,51.75,5.43,1.15,39.7,1,0,0,0
95.5,31.5,31.38,973.93,5.1,80.62,186.93,25.6,45.6,46.55,4.5,1.02,50.5,1,0,0,0
100.75,27.25,31.2,973.72,5.15,82.45,117.95,30.35,47.8,43.13,5.33,1.02,58.6,1,0,0,0
109.0,27.25,31.05,973.12,5.2,84.1,134.05,30.35,47.8,43.13,5.33,1.02,42.1,1,0,0,0
95.25,25.5,31.02,972.6,5.15,84.62,73.22,24.7,41.23,39.62,4.4,0.8,24.48,1,0,0,0
87.0,29.75,30.9,972.6,5.1,85.25,139.58,32.25,46.23,37.45,3.97,0.88,16.1,1,0,0,0
111.25,39.5,30.67,973.1,6.7,86.48,82.2,39.57,50.88,35.15,4.7,1.1,12.93,1,0,0,0
123.25,43.5,31.07,973.7,50.05,85.62,136.7,33.35,45.08,33.65,4.7,1.15,14.9,1,0,0,0
108.0,43.25,32.65,974.42,96.55,77.5,188.43,25.68,45.23,45.78,5.5,1.0,14.57,1,0,0,0
